"publicid","name","street","zip","country","businessimageurl","canJoin"
"edec5cf3-c660-4263-97e5-5cf57d6acabb","Kozmetični salon Spa Luna","Dunajska cesta 111 a","1000 Ljubljana","Slovenia","f3318dbe-f631-4520-b08d-f47347fc505f.png",true
"72da0a3e-9ccf-4e62-b580-ddc161a56775","Kozmetika Patricija","","","Slovenia","'",false
"144b3dac-70ba-48ba-a2cd-be7901080720","La vida","Kolodvorska cesta 21","6230 Postojna","Slovenia","032ab022-45a4-43ef-82d0-f84134fb870f.png",true
"cd9a20d3-f86a-44d4-8f53-a7a495091fe4","LAVRIČ MARINKA SP","CESTA TONETA KRALJA 8","1290 GROSUPLJE","Slovenia","b39c05a3-2fbf-45dd-a700-adaaf84a45b2.jpg",true
"6f19eef8-1533-4e80-a420-dc00749df75d","LC STUDIO","","","Slovenia","'",true
"cfa2fa33-2303-49ff-9ea5-19f24a46da72","LEPOTIJA","","","Slovenia","'",true
"7a1567b8-0999-4c66-83ce-f0cf1ca76af1","Lepotni center Aloe Vera","Kajuhova ulica 5B","1000 Ljubljana","Slovenia","1d12916b-490e-4690-b92f-7f28ab7763f5.png",true
"9f3137f6-d9c4-4ea9-ade1-344f61275ee0","Lepotni kotiček  Naviana, Nastja Vuga s.p.","Koroška cesta 2","Radlje ob Dravi","Slovenia","'",true
"6e23d087-9efc-40a4-a821-0846e43ee090","Lepotni raj","Beblerjev trg 2","1000 Ljubljana","Slovenia","'",true
"e9983700-5023-4a0a-b903-f38cb93a41a7","Lepotni salon Katarina","Trubarjeva cesta 5","8310","Slovenia","'",true
"a48a3854-b538-4af0-b25f-137c9018a825","Lepotni salon Mistika","Trg Sv. Ahacija 7","5280 Idrija","Slovenia","8c274e2b-36b4-4537-98dc-27a787dd3560.jpg",true
"f3211ea5-d97d-4db0-9563-9a66ed1e4a04","lepotni salon wow","Prisojna 37","2000 Maribor","Slovenia","1beb2829-8339-40f8-92e0-95832f12f2d5.png",true
"9a2955f5-21c5-4628-9e67-06158ddb1f35","LIRIS d.o.o.","Zadružna ulica 1","2310 Slovenska Bistrica","Slovenia","86d4d224-989f-4873-96ca-744177205810.jpg",true
"936ce9f0-b8c4-43b7-81f9-c0b15f81de4c","LJUBLJANA","","","Slovenia","'",true
"19be855a-51bf-4251-a0a5-053cc9172405","M - KOZMETIKA","Cesta v Mestni log 55","1000 Ljubljana","Slovenia","6293a028-32de-423c-b0a5-d4145d112596.jpg",true
"e6e098d5-7fb2-4749-a143-7ca9d99a858c","M FIT center","Dobja vas 16a","Ravne na Koroškem","Slovenia","47ca91bb-8977-4ee2-9bf0-a53cd3395ea6.jpg",true
"43619a0f-a2db-4a29-b781-2a5bc9cb9d83","MaderoDeja","","","Slovenia","'",true
"daa39a72-be7d-4a3b-a028-423961835d22","Maia'S Hair studio","Trg Franca Kozarja 14","1430 Hrastnik","Slovenia","'",true
"dac9dfd8-c222-4125-9ce3-7d1a50ab9d9d","ManiPediSpa","","","Slovenia","704fddf9-e307-4f6e-85c1-c9526a1e085f.png",true
"7887eaf4-dd06-43af-a193-aa67fcdb1d6f","Manualne in kineziološke storitve MIKS, Eva Lenart","Ptujska cesta 19","1000 Ljubljana","Slovenia","'",true
"e75184c3-8d8b-4637-b0dd-13f0dedc4a46","Masaža Urban Komac s.p.","","","Slovenia","'",true
"c9880626-d408-437b-832e-f018ad708c5a","Masaze Peter","","","Slovenia","'",true
"53111133-ea4f-4fea-8a89-662a4c92c54c","Masaže pri Joštu","Partizanska ul. 27","2310 Slovenska Bistrica","Slovenia","'",true
"2e5e72d2-4eaf-44f3-b619-669d92031737","Masažni studio Meridian","Bezuljak 11","1382 Begunje pri Cerknici","Slovenia","'",true
"f657ccd2-bba1-40de-a080-4ffde7c2bd7f","Masažno lepotni studio Modrost, Maja Kampl s.p ","","","Slovenia","'",true
"1757e606-bb55-43fa-8b82-0bdf8802f9d0","Medimove","","","Slovenia","c82a903a-faed-4a0d-8f57-845728af285f.jpg",true
"498eaf49-73d1-49fc-811e-3ab41f644356","MESTO ZDRAVJA","Litijska cesta 100","Ljubljana","Slovenia","67d42541-17ee-4fa4-a725-a9aca5527e47.jpg",true
"dadae918-01dd-45d0-b3bb-e6b5b3d5ecd6","Mika Pedikura","Čopova 9b","Slovenska Bistrica","Slovenia","'",true
"157fc7d2-215c-42b1-9612-b4cadf452119","MOOD UP","Seidlova cesta 42"," 8000 Novo mesto","Slovenia","8d09eb2c-d8ec-42d1-9b29-216f207b64d0.PNG",true
"bdd7e883-1a3e-4e66-8eda-e450b35593d1","Motion Lab","","","Slovenia","6a58f771-23c7-489f-8ccb-50ee1b491c5b.jpg",true
"e84eac1b-846f-48b0-9054-cf818338efeb","MP ZONE d.o.o.","V drago 16","2000 Maribor","Slovenia","124aadfd-01cc-4e70-b8db-4618b127dbb5.jpg",true
"4d0318a8-7d7a-4d61-ad6f-6531029cabc6","Mqueen nohtni studio","","","Slovenia","'",true
"1b1e5cf9-d77e-4101-8e75-978add9ac4b2","MS Zlate roke","","","Slovenia","'",true
"af12bb7a-3fbf-41e0-9323-c832c883d608","Mstyle","Prvomajska ulica 25","2000 Maribor","Slovenia","'",true
"4357c8fc-1d28-4b4f-be4f-9e1d1c8047f7","Must have braids s.p.","Krčevina pri Vurbergu 44","2250 Ptuj","Slovenia","8fc86855-c536-4c16-bb9d-87f43b0fc017.jpg",true
"2dc79fe6-993f-44a6-ba4b-aeb6f26fd124","MyPlanly intensio","Prisojna 37","2000 Maribor","Slovenia","'",true
"8e1c2ee3-de0c-4a6b-8e10-736be74d964f","nfs avtoservis","","","Slovenia","'",true
"9c45daec-9dcc-4c6f-9641-0358da7f17c8","Nizki Start","","","Slovenia","'",true
"056c6d0c-5e6e-4033-bef3-27b502416282","Nnails, manikura, Neža Klinec s.p.","Pot heroja trtnika 12","Dobrunje","Slovenia","'",true
"cf8f6943-e3d6-4bc7-8d92-06a56d03d415","Norbit keramika & ogrevanje","Vojkova cesta 61","5000 Nova Gorica","Slovenia","510c6dbf-265b-42e0-a317-a756ccff2af1.png",true
"aba226e9-b13b-48f5-b8e4-875ccb5e5f59","NOVA fizioterapija","","","Slovenia","ae353af6-c7b3-4af2-92c9-072e812276af.png",true
"d8d5a3a5-4ad2-46be-9a20-244444a3de2a","NVR brow studio","Komenskega ulica 2","2000 Maribor","Slovenia","'",true
"848b99c4-ae67-4074-a5b2-6646d1a97867","OAZA KOSEZE","Ulica bratov Učakar 56","1000 Ljubljana","Slovenia","bd977047-881d-437b-b886-f4c891797ad3.png",true
"80c8a419-24fd-464e-971f-149e6e33088c","Odskočnica","","","Slovenia","'",true
"a94a300c-c558-41fc-9d1b-9556cfb1ad3e","Osebno trenerstvo žiga Klokočovnik s.p.","","","Slovenia","'",true
"364372a0-0a83-4d01-9658-5d02c3437265","PASJI SALON Loti","Cesti 4.maja 47a","Cerknica","Slovenia","'",true
"3cbabda1-6f7a-403c-8664-795dac80ff89","Pedi center+","","","Slovenia","'",true
"407f00f8-cc78-484e-a3b7-1f478fd7e2f8","PEDISAN, MEDICINSKI CENTER NEGE STOPAL","Pohorska ul. 21b","2000","Slovenia","'",true
"72dde0ee-a558-47cc-a7ed-ba376cb4dcc8","Pedistar Špela Milavec","Vodnikova cesta 187","1000 Ljubljana","Slovenia","'",true
"e63b6cd6-429b-471a-b9c7-897c7195acb8","Petra Hojak s.p.","Masarykova cesta 14","1000 Ljubljana","Slovenia","cc7889fb-5002-44d3-b314-964155fd0bfa.jpg",true
"bee87ca4-8c28-4301-b76c-3095c8e5e5e5","PikBox","Predilniška ulica 3","2000","Slovenia","'",true
"5fdd40a3-fdef-4976-b37c-b41de515775d","Playbox","","","Slovenia","'",true
"7b7aff24-be96-4558-8239-055c19311613","PRELEST, Mateja Stojko s.p.","Gerečja vas 37g","2288 Hajdina","Slovenia","'",true
"22155b0b-d1b8-4a1d-8619-8997ba24ead9","Queens nails","","","Slovenia","'",true
"5d8f902b-c528-4d75-8482-066d321612a0","račun 3 2021 noč janc anja","ŽELEZNIŠKA ULICA 5","LESCE","Slovenia","'",true
"60352b30-281f-4c81-a406-431ef8829eec","REA masaže","Hruševska cesta 144","Ljubljana - Dobrunje","Slovenia","d3c18fa3-0e8e-4f21-8b03-c43ea34e6e51.jpg",true
"a02e5c77-218a-4c73-95a8-7f58dc6432f8","Rekreativni center Simon","","","Slovenia","'",true
"6acd61be-a7a2-4a37-a434-c9452a067061","RELAX AND BEAUTY","kolodvorska ulica 1","8270","Slovenia","231ff379-7b9c-4251-bc36-91fa1c19f28c.jpg",true
"f534763d-408d-417d-9c39-88b4942ddbd1","Revive salon","","","Slovenia","'",true
"d520d777-65a5-49fe-957c-8f148bd923b8","RINK d.o.o.","Pregljev trg 6","5220 Tolmin","Slovenia","bdca1cc4-771f-4125-9b8b-59adbc4bd0d3.jpg",true
"94c889ec-d930-4fd3-a567-8b14c50b9765","Roni, Rok Rošer s.p.","","","Slovenia","'",true
"623d628c-9273-4cb7-8177-5ad2301c1562","Roni's hotel","Trnava 1a","3303 Gomilsko","Slovenia","e9675dc8-cfab-4521-af26-61ba8530dc05.jpg",true
"3feec2d5-055d-47dd-86e6-1a71bf07d222","ROOSTER FITNES","","","Slovenia","'",true
"00a9b0a1-0c89-4ff8-94db-baa12ad60602","Sabina Zadel Topić","","","Slovenia","'",true
"db61311e-c500-48dd-ac9d-229b3a33b131","Salon AVE","Ulica Ferda Kozaka 30","1000 ljubljana","Slovenia","631724d7-fe8d-456b-8e37-c2e546debff2.jpg",true
"96ae01dd-7d98-427d-bc9e-7019935e8e66","Salon Magic","Prisojna 37","2000 Maribor","Slovenia","aac1b36e-bd10-40d1-8530-46d56017417a.jpg",true
"bce0585e-791a-4ade-ab37-2642e7c69ba5","Salon Maja1","Dunajska 154","1000 Ljubljana","Slovenia","f8b592b3-28a1-4472-9dbd-2b4930d80a0e.jpg",true
"2f05a149-682c-4938-be19-c701c101a7ef","SALON MONI DOL","TRG BORCEV NOB 13","Dol pri Hrastniku","Slovenia","'",true
"b56d989c-3d9d-4fce-b256-47110a427c4a","Salon Queen","Metelkova ulica 36","2000","Slovenia","'",true
"3bc5ad7f-b14c-4c82-9bc9-366c0558f1c3","salon wow","Prisojna 37","2000 maribor","Slovenia","a1de474f-bb0d-4738-82be-572550ebf203.jpg",true
"47bc12d8-ce64-4b41-ba51-ad26f274753e","Sanje kozmetični salon","Frankovo naselje 72","4220 Škofja Loka","Slovenia","'",true
"6143dd16-135c-4615-b852-47cb67c9f4db","Wellness Seansa","","","Slovenia","f64e006a-0954-4212-a8a0-a518b40923c4.jpg",true
"a68b169a-2a3c-4d3e-985d-11e3c232aff7","SELFIE BEAUTY STUDIO","Podbevškova ulica 11","8000 Novo mesto","Slovenia","111f491b-3777-4e62-ad78-bf6acde4fbc1.png",true
"c21de391-0973-4de7-a600-49d91fb609e9","Servis","","","Slovenia","'",true
"72ebbcb4-8d01-4976-93d7-41ad1265f4a7","Si Fit vadbeni center","Na Brezovici 50","8000 Novo mesto","Slovenia","e9f91aac-2192-436c-9eb9-2fc6df9ac774.jpg",true
"c0c150f1-400b-4a80-a375-6447423e3fd6","Skinstetika & NogoPed - Ljubljana","Opekarska cesta 15","Ljubljana","Slovenia","cdb6349e-9591-49ca-933d-a27381a68fa2.jpg",true
"08180d4f-74a7-44fc-8706-c12167bc8ea3","SOBA IRENE","BIZOVIŠKA CESTA 55 LJUBLJANA","LJUBLJANA-DOBRUNJE","Slovenia","'",true
"e817baf0-c50c-4d41-8793-b0f29a92c333","SPA NATURA kozmetični salon","LJUBLJANSKA CESTA, 34C","KRANJ","Slovenia","6a8d2930-3ef0-4bc4-99d0-0b8f77652631.jpg",true
"539aaf8b-9629-4c09-afc9-56e23fc0b0d7","SPA ZON D.O.O.","Triglavska ulica 3","Koper","Slovenia","'",true
"23508bc1-025e-41fc-aa5b-6d8cc4655a35","Space","Glavni trg 2","5271 Vipava","Slovenia","'",true
"dd5c8434-bcc2-410b-9ac3-5ff278186f2a","Središče Vitalis","","","Slovenia","'",true
"a672d83a-cbb0-44f6-9526-96b70137e299","Studio Betnavčica","Lackova cesta 43b","2000 Maribor","Slovenia","1d4b5118-b902-4cd1-991d-06b19892e2ea.jpg",true
"b3ad38a4-f76c-4dc6-9757-97e4383fe0cf","Studio Čebelca","Železniška ulica 5","4248 Lesce","Slovenia","'",true
"67bf149f-86bf-423e-a88f-c31319868d1b","Studio Extreme","Ljubljanska cesta 26 TPH Hedera","Novo Mesto","Slovenia","'",true
"734d8085-5fb5-4f62-9532-efaaf2dace1f","Studio Freia, d.o.o.","","","Slovenia","'",true
"f2cbcc47-5a1d-434a-a1a3-4e84eaad25ae","Studio KaBella","Taborska cesta 4","1290 Grosuplje","Slovenia","d0af8fde-cbf5-4605-a878-2c033ea0faf3.jpg",true
"1ebe7c06-6f91-4628-9d65-c46d540765ad","STUDIO LEPOTE DANIJELA","","","Slovenia","91062c87-83a9-4e75-a02a-2da74f274491.jpg",true
"b44e58b4-c651-466e-b971-6639677bf33c","STUDIO M","Jalnova ulica 70","1000 Ljubljana","Slovenia","'",true
"e6cd4642-a291-465f-bca3-4eeac855655b","Studio Minimal","Tyrševa ulica 4","2000 Maribor","Slovenia","03e27e5f-fa0a-431a-82f7-9940fbae695e.png",true
"040691b3-3699-4762-b972-946390acf730","STUDIO MIRELA","LIVADNA ULICA 4","Slivnica pri Mariboru","Slovenia","'",false
"a66334db-694b-44cb-bd03-08f5fc92ad58","Studio za tradicionalno kitajsko terapijo","Peričeva 31","1000 Ljubljana","Slovenia","3a284e4e-3529-4dda-9ef1-81c21c9f936c.png",true
"6c9c4e82-6089-41e1-8ef1-f5faad3298a4","Svarog","Partizanska cesta 20","1380 Cerknica","Slovenia","'",true
"326647f8-fff0-420b-a7e0-24b84d2571b5","SVIPI D.O.O.","Trnoveljska cesta 2","3000 Celje","Slovenia","'",true
"dda1fff7-0071-464c-8b22-fc584624433a","TAMARA TEAM","Novakova ulica 5","Ljubljana","Slovenia","a66feb99-d930-4c76-923d-405af603b160.jpg",true
"5cc31bef-4e16-43c9-8e99-e26a4fd9376d","Tarafit","Linhartova ulica 11a","2000 Maribor","Slovenia","'",true
"de8b8b4b-83cc-473e-bfb7-279e28981975","Tempelj Lepote","Ulica Milana Majcna 18","1000 Ljubljana","Slovenia","4b15f0aa-3652-4ae0-bbc8-f4e6adbd6846.png",true
"66d6d1c1-9332-4331-a51b-6aa0188aac66","TENIS KLUB RETURN Lendava","Gozdna ulica 40","9220 Lendava","Slovenia","ba1d50ac-d5aa-4828-a1b7-ef166d6ef915.jpg",true
"bc70720b-1a23-4860-929b-a78d2686b74a","Terapije Lenart","","","Slovenia","dfdb0660-331a-4f9a-8b74-8e5859c5e9cb.jpg",true
"7d24c691-c552-4e0f-bcaf-0520a539de1b","Testno podjetje","","","Slovenia","'",true
"355971f3-8c20-4dc4-bb1d-60bab91102ed","Točka zdravja","","","Slovenia","'",true
"c4ef680f-3ce6-46c8-887e-a1aea27bd953","Top Fitnes Žiri","Jobstova cesta 22a","4226 Žiri","Slovenia","a3d2394d-1839-4699-a06b-6d460a3d97fd.jpg",true
"12e7ad97-5c5f-4e62-b6c4-a778771cbe33","Top si","","","Slovenia","'",true
"5c6722fa-150b-48d8-88be-2f8d070ea3d9","TOP STIL Renata Gorup s.p.","","","Slovenia","'",true
"801a1a63-b414-420d-9600-f0850dc74db1","Tovarna gibanja","","","Slovenia","'",true
"88aad773-6cf7-4ad0-8af3-f38bd33ce75c","TRENUTEK ZASE","","","Slovenia","'",true
"25ed2ea2-3ccb-4f4d-8f65-b8f4084bd84d","Univerzitetna Župnija Maribor ","","","Slovenia","'",true
"c2a7b74d-1ced-47de-be8e-b2093651f9ee","Urtica pedikura in podologija d.o.o.","Stanetova ulica 20 b","3000 Celje","Slovenia","'",true
"c889e086-a3e6-418c-8a82-3483a5736f1a","V.I.P. športni studio","","","Slovenia","'",true
"a855cd80-34d5-49f8-b98c-b3b9320e7fa3","VADBENI CENTER FITKA","","","Slovenia","724eab90-4460-479a-8249-093df37dc490.jpg",true
"e0df59ef-b2b2-4ced-8490-234cfaba2b5a","Valeo","","","Slovenia","'",true
"255a4056-b3d3-4965-ba1c-0b8f3f351e6c","Viktor Jarc s.p.","Radvanjska cesta 27","2000 Maribor","Slovenia","'",true
"323f04ed-2908-47a8-b7c4-37b00c8c5d51","VILIN - PSIHOTERAPIJA","Mariborska cesta 12a","2352","Slovenia","a299c8f8-3078-41d3-abaa-1b5dcaa3596c.jpg",true
"978d8b68-539d-439c-9035-7cb96fe8528f","VITA SPA d.o.o.","Kapucinski trg 9","4220 Škofja Loka","Slovenia","c4f0faf0-c6a1-4e9b-8b24-07b9834c92f5.png",true
"ada1cfe6-2917-452b-8f31-9511de29450d","VitaFit","Parmova ulica 19","1241 Kamnik","Slovenia","8dd6d1ca-1628-46d6-830b-9c63e94185b0.png",true
"1a0759e9-766d-4da1-b31d-ffb5a6b22c15","VIT-AL Ljubljana","","","Slovenia","'",true
"51b9263f-d953-4272-83ea-d3180c3209d0","Wellness Elegans","","","Slovenia","b2145cfd-84fc-44ee-9ba1-0c12900f2172.png",true
"8a254df2-3928-4c9b-b0f7-e4507c3e304f","Wellness Ornament","Šmarjeta 51 (nahajamo se v Dvorcu Gregorčič)","8220 Šmarješke Toplice","Slovenia","baf47528-1a85-495e-a140-26482a44c407.png",true
"1b12885d-74a3-4495-b924-19d5f862012f","YOUMA BEAUTY","","","Slovenia","83b2f551-ecbe-4261-9e92-074cc770d439.jpg",true
"b9ba2721-1914-4cab-8e2b-c85916c6f999","Zdrava Vadba","Poslovna cona A 18","4208 Šenčur","Slovenia","'",true
"ba37a54e-346d-4121-abe4-84cc9db405e1","Zdrava Zabava - UŠZM","Gosposvetska cesta 83","2000 Maribor","Slovenia","9b0de5ea-cd33-4e90-b3a7-96a332164e0b.jpg",false
"69b9c6d4-9419-4f2f-b35e-22aeb2545373","Zdravje 365 - Mateja Eržen s.p.","Ulica Arnolda Tovornika 17","2000 Maribor","Slovenia","bc0622c1-c349-4532-98a5-92cb60261a38.jpg",true
"6f0663e3-c8ad-477c-9096-b80757f1ad3a","ZenVital, pilates studio, d.o.o.","Ulica Ivana Roba 27","1000 Ljubljana","Slovenia","c8bc76e2-a6b4-46c5-a593-09a172725d0f.png",true
"7b2d04f4-ad05-4479-9b14-70b8a04cb5c1","Zobni rentgen Ribnica","","","Slovenia","'",true
"589af8b4-9c2a-4098-8184-d69a12528951","Zobozdravstvena dejavnost, Tea Šket Strajnšak s. p","Cankarjeva ulica 6C","2000 Maribor (vhod iz zadnje strani stavbe)","Slovenia","a125bf05-1806-4d94-92a7-c4a1d0900aa8.png",true